,date,height_RVN,flow_RVN,stock_RVN,open_RVN,high_RVN,low_RVN,close_RVN,adj_close_RVN,volume_RVN,open_BTC,high_BTC,low_BTC,close_BTC,adj_close_BTC,volume_BTC
959,2020-08-19,7135000,7135000,6834760000,0.025697,0.025806,0.022437000000000002,0.023221000000000002,0.023221000000000002,26528846.0,11990.884766,12028.923828,11687.333008,11758.283203,11758.283203,24502851117.0
960,2020-08-20,7230000,7230000,6841990000,0.023216999999999998,0.024422,0.023009,0.024278,0.024278,12307911.0,11761.5,11900.411133,11710.063477,11878.37207,11878.37207,20175242945.0
961,2020-08-21,7140000,7140000,6849130000,0.024284,0.025072999999999998,0.022959,0.023116,0.023116,20020385.0,11878.026367,11899.259766,11564.979492,11592.489258,11592.489258,23762425999.0
962,2020-08-22,7165000,7165000,6856295000,0.023159,0.023902,0.022479,0.023802,0.023802,12251616.0,11585.477539,11689.407227,11448.805664,11681.825195,11681.825195,20224191306.0
963,2020-08-23,7165000,7165000,6863460000,0.023798,0.023854,0.02282,0.023228,0.023228,9195640.0,11679.696289,11713.429688,11559.920898,11664.847656,11664.847656,18482062658.0
964,2020-08-24,7100000,7100000,6870560000,0.023212,0.024439,0.022987,0.024253,0.024253,15118176.0,11663.689453,11807.631836,11623.25,11774.595703,11774.595703,20681511755.0
965,2020-08-25,7150000,7150000,6877710000,0.024266,0.02431,0.021721999999999998,0.02222,0.02222,21322399.0,11773.588867,11778.299805,11189.850586,11366.134766,11366.134766,26301509932.0
966,2020-08-26,7215000,7215000,6884925000,0.022182,0.022756000000000002,0.021963,0.02253,0.02253,15782077.0,11366.894531,11530.052734,11296.993164,11488.363281,11488.363281,22466660958.0
967,2020-08-27,7145000,7145000,6892070000,0.02253,0.022723,0.021093,0.021485,0.021485,17831467.0,11485.608398,11570.786133,11185.941406,11323.397461,11323.397461,23240415076.0
968,2020-08-28,7175000,7175000,6899245000,0.021481999999999998,0.022165,0.021440999999999998,0.021958000000000002,0.021958000000000002,10466842.0,11325.295898,11545.615234,11316.422852,11542.5,11542.5,19807127588.0
969,2020-08-29,7110000,7110000,6906355000,0.021965000000000002,0.022779,0.021856999999999998,0.022366,0.022366,13818096.0,11541.054688,11585.640625,11466.292969,11506.865234,11506.865234,17485597759.0
970,2020-08-30,7105000,7105000,6913460000,0.022377,0.022933000000000002,0.022307,0.022580000000000003,0.022580000000000003,14169469.0,11508.713867,11715.264648,11492.381836,11711.505859,11711.505859,19760127945.0
971,2020-08-31,7050000,7050000,6920510000,0.022576,0.022715,0.022177000000000002,0.022486000000000003,0.022486000000000003,12095859.0,11713.306641,11768.876953,11598.318359,11680.820313,11680.820313,22285928250.0
972,2020-09-01,7265000,7265000,6927775000,0.022474,0.022807,0.022061,0.022292,0.022292,18595702.0,11679.316406,12067.081055,11601.128906,11970.478516,11970.478516,27311555343.0
973,2020-09-02,7075000,7075000,6934850000,0.022284,0.022302000000000002,0.020284,0.020755000000000003,0.020755000000000003,15130202.0,11964.823242,11964.823242,11290.793945,11414.03418,11414.03418,28037405299.0
974,2020-09-03,7130000,7130000,6941980000,0.020727000000000002,0.020955,0.017553,0.017814,0.017814,14061121.0,11407.191406,11443.022461,10182.464844,10245.296875,10245.296875,31927261555.0
975,2020-09-04,7235000,7235000,6949215000,0.017776,0.018923,0.017488999999999998,0.018206,0.018206,12108736.0,10230.365234,10663.919922,10207.94043,10511.813477,10511.813477,29965130374.0
976,2020-09-05,7140000,7140000,6956355000,0.018172,0.018386000000000003,0.015323,0.016475,0.016475,12956776.0,10512.530273,10581.571289,9946.675781,10169.567383,10169.567383,44916565292.0
977,2020-09-06,7170000,7170000,6963525000,0.016475,0.017478999999999998,0.016019,0.017119,0.017119,8864143.0,10167.216797,10353.927734,10056.885742,10280.351563,10280.351563,37071460174.0
978,2020-09-07,7135000,7135000,6970660000,0.017155,0.017416,0.015843,0.016984,0.016984,8006099.0,10280.998047,10399.15332,9916.493164,10369.563477,10369.563477,33703098409.0
979,2020-09-08,7205000,7205000,6977865000,0.016971,0.017297,0.016132,0.016541,0.016541,6266074.0,10369.306641,10414.775391,9945.110352,10131.516602,10131.516602,33430927462.0
980,2020-09-09,7085000,7085000,6984950000,0.016548,0.017334,0.016075,0.017008000000000002,0.017008000000000002,6898701.0,10134.151367,10350.542969,10017.250977,10242.347656,10242.347656,24128292755.0
981,2020-09-10,7145000,7145000,6992095000,0.017001,0.017623,0.016986,0.01743,0.01743,6739366.0,10242.330078,10503.912109,10238.135742,10363.138672,10363.138672,54406443211.0
982,2020-09-11,7160000,7160000,6999255000,0.017443,0.017477,0.016617,0.017294,0.017294,5778589.0,10369.02832,10434.922852,10140.836914,10400.915039,10400.915039,45201121775.0
983,2020-09-12,7155000,7155000,7006410000,0.017307,0.017843,0.017211,0.017679,0.017679,7484009.0,10409.861328,10578.837891,10292.386719,10442.170898,10442.170898,36750077324.0
984,2020-09-13,7180000,7180000,7013590000,0.017679,0.018397999999999998,0.016715999999999998,0.017088,0.017088,11323237.0,10452.399414,10577.214844,10224.330078,10323.755859,10323.755859,36506852789.0
985,2020-09-14,7215000,7215000,7020805000,0.017105000000000002,0.017578,0.016932,0.017381999999999998,0.017381999999999998,6970151.0,10328.734375,10800.010742,10266.008789,10680.837891,10680.837891,35453581940.0
986,2020-09-15,7085000,7085000,7027890000,0.017357,0.017541,0.016630000000000002,0.016731,0.016731,6785282.0,10677.754883,10938.631836,10656.459961,10796.951172,10796.951172,32509451925.0
987,2020-09-16,7065000,7065000,7034955000,0.016733,0.016996999999999998,0.016197,0.016336,0.016336,7552113.0,10797.761719,11100.124023,10704.884766,10974.905273,10974.905273,30769986455.0
988,2020-09-17,7135000,7135000,7042090000,0.016337,0.016729,0.016257,0.016562,0.016562,5847876.0,10973.251953,11037.420898,10774.62793,10948.990234,10948.990234,38151810523.0
989,2020-09-18,7180000,7180000,7049270000,0.016562,0.01661,0.016059999999999998,0.016352000000000002,0.016352000000000002,5232055.0,10951.820313,11034.908203,10829.657227,10944.585938,10944.585938,26341903912.0
990,2020-09-19,7190000,7190000,7056460000,0.016332,0.016451,0.016013,0.016257,0.016257,4769813.0,10933.75293,11134.092773,10909.618164,11094.34668,11094.34668,22764204008.0
991,2020-09-20,7165000,7165000,7063625000,0.01626,0.016658000000000003,0.015366,0.015498,0.015498,7174883.0,11095.870117,11095.870117,10814.477539,10938.271484,10938.271484,24699523788.0
992,2020-09-21,7055000,7055000,7070680000,0.015483000000000002,0.015872999999999998,0.013397999999999998,0.014033000000000002,0.014033000000000002,12800903.0,10934.925781,10988.304688,10380.260742,10462.259766,10462.259766,28884999244.0
993,2020-09-22,7285000,7285000,7077965000,0.01404,0.014538999999999998,0.013943,0.014196,0.014196,6337588.0,10459.624023,10568.077148,10382.726563,10538.459961,10538.459961,23621787804.0
994,2020-09-23,7105000,7105000,7085070000,0.014180000000000002,0.01426,0.013125,0.013217,0.013217,7239238.0,10539.457031,10637.847656,10185.774414,10225.864258,10225.864258,22986733997.0
995,2020-09-24,7205000,7205000,7092275000,0.013216,0.013991,0.013123,0.013946,0.013946,7180493.0,10227.479492,10765.794922,10215.205078,10745.548828,10745.548828,23017536742.0
996,2020-09-25,7165000,7165000,7099440000,0.013946,0.014667,0.013744,0.014518999999999999,0.014518999999999999,7573725.0,10747.472656,10757.548828,10594.047852,10702.290039,10702.290039,21232549821.0
997,2020-09-26,7080000,7080000,7106520000,0.014518000000000001,0.014653,0.014379,0.014653,0.014653,3912111.0,10702.237305,10778.5,10682.082031,10754.4375,10754.4375,18105012128.0
998,2020-09-27,7175000,7175000,7113695000,0.014662,0.014831,0.014113999999999998,0.014580000000000001,0.014580000000000001,4614623.0,10752.939453,10804.732422,10643.458008,10774.426758,10774.426758,18016880214.0
999,2020-09-28,7195000,7195000,7120890000,0.014580000000000001,0.014740000000000001,0.014081,0.014117,0.014117,5454151.0,10771.641602,10949.123047,10716.676758,10721.327148,10721.327148,22720365389.0
1000,2020-09-29,7125000,7125000,7128015000,0.014113999999999998,0.014194,0.013817,0.014098,0.014098,4292445.0,10712.462891,10858.939453,10665.344727,10848.830078,10848.830078,20459870042.0
1001,2020-09-30,7155000,7155000,7135170000,0.014079,0.014203,0.013771,0.014166,0.014166,4273290.0,10845.411133,10856.52832,10689.670898,10787.618164,10787.618164,20759622010.0
1002,2020-10-01,7120000,7120000,7142290000,0.014166,0.014547,0.013364,0.013655,0.013655,5948626.0,10785.010742,10915.84375,10493.552734,10623.330078,10623.330078,27178227816.0
1003,2020-10-02,7205000,7205000,7149495000,0.01365,0.013732,0.012874000000000002,0.013307,0.013307,4850541.0,10624.390625,10662.813477,10440.311523,10585.164063,10585.164063,23127839259.0
1004,2020-10-03,7190000,7190000,7156685000,0.013307,0.013475,0.013146000000000001,0.013355,0.013355,3200142.0,10583.806641,10614.091797,10527.978516,10565.493164,10565.493164,17094010304.0
1005,2020-10-04,7140000,7140000,7163825000,0.013355,0.013387999999999999,0.013127000000000002,0.013268,0.013268,3597017.0,10567.919922,10700.791016,10531.342773,10684.428711,10684.428711,17546792792.0
1006,2020-10-05,7100000,7100000,7170925000,0.013268,0.013987000000000001,0.013259,0.013652000000000001,0.013652000000000001,5033720.0,10688.03418,10804.000977,10646.443359,10804.000977,10804.000977,19385191766.0
1007,2020-10-06,7170000,7170000,7178095000,0.013656999999999999,0.013665,0.012511,0.012697,0.012697,6124837.0,10799.77832,10803.456055,10565.197266,10621.664063,10621.664063,22264958686.0
1008,2020-10-07,7285000,7285000,7185380000,0.012697,0.012887000000000001,0.01215,0.012884999999999999,0.012884999999999999,5970134.0,10619.803711,10687.268555,10591.963867,10679.136719,10679.136719,17634388529.0
1009,2020-10-08,7055000,7055000,7192435000,0.012886000000000002,0.013309,0.01255,0.013049000000000002,0.013049000000000002,4662586.0,10677.625,10939.799805,10569.823242,10923.62793,10923.62793,21962121001.0
1010,2020-10-09,7200000,7200000,7199635000,,,,,,,,,,,,
1011,2020-10-10,7195000,7195000,7206830000,0.013725999999999999,0.014108,0.013716999999999998,0.013819999999999999,0.013819999999999999,7311719.0,11059.142578,11442.210938,11056.94043,11296.361328,11296.361328,22877978588.0
1012,2020-10-11,7125000,7125000,7213955000,0.013818,0.014137,0.013627,0.014094,0.014094,6783045.0,11296.082031,11428.813477,11288.62793,11384.181641,11384.181641,19968627060.0
1013,2020-10-12,7105000,7105000,7221060000,,,,,,,,,,,,
1014,2020-10-13,7080000,7080000,7228140000,,,,,,,,,,,,
1015,2020-10-14,7190000,7190000,7235330000,0.013259,0.013383,0.012943000000000001,0.012981,0.012981,8001245.0,11429.047852,11539.977539,11307.831055,11429.506836,11429.506836,24103426719.0
1016,2020-10-15,7105000,7105000,7242435000,0.012972,0.012979,0.012656,0.012731999999999999,0.012731999999999999,8453346.0,11426.602539,11569.914063,11303.603516,11495.349609,11495.349609,24487233058.0
1017,2020-10-16,7275000,7275000,7249710000,0.012733,0.012805,0.012232999999999999,0.012779,0.012779,8172935.0,11502.828125,11540.061523,11223.012695,11322.123047,11322.123047,25635480772.0
1018,2020-10-17,7100000,7100000,7256810000,0.012765,0.01288,0.012572,0.012739,0.012739,5101057.0,11322.123047,11386.261719,11285.345703,11358.101563,11358.101563,19130430174.0
1019,2020-10-18,7245000,7245000,7264055000,0.012739,0.012868000000000001,0.012695,0.012731999999999999,0.012731999999999999,3762416.0,11355.982422,11483.359375,11347.578125,11483.359375,11483.359375,18283314340.0
1020,2020-10-19,7115000,7115000,7271170000,0.012745999999999999,0.012782,0.012579,0.012744,0.012744,5419173.0,11495.038086,11799.092773,11408.290039,11742.037109,11742.037109,23860769928.0
1021,2020-10-20,7125000,7125000,7278295000,0.012745000000000001,0.012751,0.012033,0.012302,0.012302,7999298.0,11745.974609,11999.917969,11681.480469,11916.334961,11916.334961,30915821592.0
1022,2020-10-21,7075000,7075000,7285370000,0.012298,0.012657999999999999,0.012263,0.012386,0.012386,9665610.0,11913.077148,13184.566406,11900.928711,12823.689453,12823.689453,43414712626.0
1023,2020-10-22,7175000,7175000,7292545000,0.01239,0.012949,0.01239,0.012517,0.012517,9110939.0,12801.635742,13161.59375,12717.09375,12965.891602,12965.891602,34729759598.0
1024,2020-10-23,7245000,7245000,7299790000,0.01251,0.012643999999999999,0.012209999999999999,0.012506999999999999,0.012506999999999999,6551974.0,12971.548828,13015.961914,12752.647461,12931.539063,12931.539063,28974975003.0
1025,2020-10-24,7140000,7140000,7306930000,0.012506999999999999,0.012689,0.012472,0.012543,0.012543,5057999.0,12931.574219,13145.066406,12885.74707,13108.0625,13108.0625,24542317940.0
1026,2020-10-25,7145000,7145000,7314075000,0.012543,0.012588,0.012134,0.012296,0.012296,7402561.0,13108.063477,13329.183594,12910.061523,13031.173828,13031.173828,24406920575.0
1027,2020-10-26,7095000,7095000,7321170000,0.012296,0.012405,0.01184,0.011966,0.011966,5490863.0,13031.201172,13225.297852,12822.382813,13075.248047,13075.248047,29461458313.0
1028,2020-10-27,7255000,7255000,7328425000,0.011966,0.012006000000000001,0.011639,0.011713,0.011713,8002129.0,13075.242188,13759.668945,13060.837891,13654.21875,13654.21875,33749878156.0
1029,2020-10-28,7100000,7100000,7335525000,0.011713,0.011955,0.011016,0.011304999999999999,0.011304999999999999,6514461.0,13654.214844,13837.695313,12932.250977,13271.285156,13271.285156,35867318895.0
1030,2020-10-29,7110000,7110000,7342635000,0.011304999999999999,0.011598,0.011114,0.011386,0.011386,5453609.0,13271.298828,13612.047852000002,12980.05957,13437.882813,13437.882813,56499499598.0
1031,2020-10-30,7120000,7120000,7349755000,0.011386,0.011443,0.010706,0.0111,0.0111,5486632.0,13437.874022999998,13651.516602000002,13136.198242,13546.522461000002,13546.522461000002,30581485201.0
1032,2020-10-31,7180000,7180000,7356935000,0.0111,0.011414,0.011054999999999999,0.011295,0.011295,4519031.0,13546.532227000002,14028.213866999999,13457.530272999998,13780.995116999999,13780.995116999999,30306464719.0
1033,2020-11-01,7150000,7150000,7364085000,0.011295,0.011345000000000001,0.011064000000000001,0.011097,0.011097,3263829.0,13780.995116999999,13862.033203,13628.37793,13737.109375,13737.109375,24453857900.0
1034,2020-11-02,7165000,7165000,7371250000,0.011097,0.011259,0.010778,0.011153,0.011153,5494608.0,13737.032227000002,13808.323241999999,13243.160156,13550.489258000001,13550.489258000001,30771455468.0
1035,2020-11-03,7180000,7180000,7378430000,0.011153,0.012006999999999999,0.010689,0.011417,0.011417,10327756.0,13550.451172,13984.981445,13325.441406,13950.300781,13950.300781,29869951617.0
1036,2020-11-04,7140000,7140000,7385570000,0.011415999999999999,0.012313,0.011170999999999999,0.011861,0.011861,13090928.0,13950.488281,14218.766602000002,13580.47168,14133.707031,14133.707031,35116364962.0
1037,2020-11-05,7130000,7130000,7392700000,0.011861,0.012351,0.011367,0.012145999999999999,0.012145999999999999,9106687.0,14133.733397999998,15706.404297,14102.088866999999,15579.848633000001,15579.848633000001,40856321439.0
1038,2020-11-06,7135000,7135000,7399835000,0.012145999999999999,0.012798,0.012061,0.012589,0.012589,8446798.0,15579.729491999999,15903.4375,15226.839844,15565.880859,15565.880859,39837841971.0
1039,2020-11-07,7105000,7105000,7406940000,0.012589,0.01311,0.011604000000000001,0.011836,0.011836,7888266.0,15565.880859,15737.095703,14423.203125,14833.753906,14833.753906,35024953706.0
1040,2020-11-08,7280000,7280000,7414220000,0.011836,0.012743,0.011777,0.012461,0.012461,4607219.0,14833.753906,15637.320313,14744.110352000002,15479.567383000001,15479.567383000001,26632075029.0
1041,2020-11-09,7100000,7100000,7421320000,0.012461,0.012534,0.012119,0.012454,0.012454,5724990.0,15479.595703,15785.136719,14865.529297,15332.31543,15332.31543,34149115566.0
1042,2020-11-10,7115000,7115000,7428435000,0.012456,0.013241,0.012393000000000001,0.013171,0.013171,8552634.0,15332.350586000002,15450.329102000002,15124.959961000002,15290.902344,15290.902344,25574938143.0
1043,2020-11-11,7195000,7195000,7435630000,0.013171,0.013362,0.012941,0.012965,0.012965,7328948.0,15290.90918,15916.260741999999,15290.006836000002,15701.339844,15701.339844,29772374934.0
1044,2020-11-12,7190000,7190000,7442820000,0.012963999999999998,0.012971000000000002,0.012544,0.012773999999999999,0.012773999999999999,5249797.0,15701.298828,16305.003906,15534.771484,16276.34375,16276.34375,34175758344.0
1045,2020-11-13,7160000,7160000,7449980000,0.012773999999999999,0.013250999999999999,0.012736,0.013131,0.013131,4899458.0,16276.44043,16463.177734,15992.152344,16317.808594,16317.808594,31599492172.0
1046,2020-11-14,7105000,7105000,7457085000,0.013131,0.013231999999999999,0.012573,0.012731999999999999,0.012731999999999999,4529589.0,16317.808594,16317.808594,15749.193359,16068.138672,16068.138672,27481710135.0
1047,2020-11-15,7235000,7235000,7464320000,0.012731999999999999,0.012853999999999999,0.012473,0.012794,0.012794,3880689.0,16068.139647999998,16123.110352000002,15793.53418,15955.587891,15955.587891,23653867583.0
1048,2020-11-16,7065000,7065000,7471385000,0.012794,0.013046,0.012625,0.012773,0.012773,5128331.0,15955.577147999998,16816.181641,15880.706055,16716.111328,16716.111328,31526766675.0
1049,2020-11-17,7130000,7130000,7478515000,0.013005000000000001,0.013507,0.012856,0.013163,0.013163,6609452.0,16685.691406,17782.919922,16564.544922,17645.40625,17645.40625,39006849170.0
1050,2020-11-18,7090000,7090000,7485605000,0.013162,0.013203,0.012561,0.012776000000000001,0.012776000000000001,7386356.0,17645.191406,18393.949219,17352.90625,17804.005859,17804.005859,49064800278.0
1051,2020-11-19,7255000,7255000,7492860000,0.012776000000000001,0.012824,0.012346,0.012706,0.012706,5618590.0,17803.861328,18119.546875,17382.554688,17817.089844,17817.089844,36985055355.0
1052,2020-11-20,7115000,7115000,7499975000,0.012706,0.01291,0.012531,0.012559,0.012559,6331511.0,17817.083984,18773.226563,17765.794922,18621.314453,18621.314453,36992873940.0
1053,2020-11-21,7175000,7175000,7507150000,0.012559,0.013927000000000002,0.01248,0.013819,0.013819,12196719.0,18621.316406,18936.621094,18444.359375,18642.232422,18642.232422,39650210707.0
1054,2020-11-22,7110000,7110000,7514260000,0.013819,0.014059,0.012949,0.013456000000000001,0.013456000000000001,11987593.0,18642.232422,18688.96875,17671.384766,18370.001953,18370.001953,41280434226.0
1055,2020-11-23,7205000,7205000,7521465000,0.013456000000000001,0.014681,0.013193,0.014650999999999999,0.014650999999999999,17369837.0,18370.017578,18711.425781,18000.796875,18364.121094,18364.121094,42741112308.0
1056,2020-11-24,7200000,7200000,7528665000,0.014643000000000002,0.017082,0.014532,0.016354,0.016354,34033066.0,18365.015625,19348.271484,18128.65625,19107.464844,19107.464844,51469565009.0
1057,2020-11-25,7080000,7080000,7535745000,0.016342,0.01726,0.015247,0.015629,0.015629,22410383.0,19104.410156,19390.964844,18581.146484,18732.121094,18732.121094,43710357371.0
1058,2020-11-26,7190000,7190000,7542935000,0.015606,0.015806999999999998,0.013109,0.014003999999999999,0.014003999999999999,14316741.0,18729.839844,18866.285156,16351.035156,17150.623047,17150.623047,61396835737.0
1059,2020-11-27,7140000,7140000,7550075000,0.014006000000000001,0.014296000000000001,0.013188,0.013969999999999998,0.013969999999999998,7934663.0,17153.914063,17445.023438,16526.423828,17108.402344,17108.402344,38886494645.0
1060,2020-11-28,7130000,7130000,7557205000,0.013916,0.014672,0.013638999999999998,0.014281,0.014281,7669216.0,17112.933594,17853.939453,16910.652344,17717.414063,17717.414063,32601040734.0
1061,2020-11-29,7080000,7080000,7564285000,0.014283,0.014495,0.013863999999999998,0.014103999999999998,0.014103999999999998,7541943.0,17719.634766,18283.628906,17559.117188,18177.484375,18177.484375,31133957704.0
1062,2020-11-30,7155000,7155000,7571440000,0.014086000000000001,0.014785,0.014041999999999999,0.014563,0.014563,10450282.0,18178.322266,19749.263672,18178.322266,19625.835938,19625.835938,47728480399.0
1063,2020-12-01,7235000,7235000,7578675000,0.014562,0.01493,0.013784000000000001,0.014088,0.014088,8427092.0,19633.769531,19845.974609,18321.921875,18802.998047,18802.998047,49633658712.0
1064,2020-12-02,7040000,7040000,7585715000,0.014088999999999999,0.014372,0.013918,0.014223,0.014223,4923706.0,18801.744141,19308.330078,18347.71875,19201.091797,19201.091797,37387697139.0
1065,2020-12-03,7205000,7205000,7592920000,0.014223,0.015303,0.014172,0.015104,0.015104,11080786.0,19205.925781,19566.191406,18925.785156,19445.398438,19445.398438,31930317405.0
1066,2020-12-04,7135000,7135000,7600055000,0.015135,0.015364,0.013817,0.013891999999999998,0.013891999999999998,7419173.0,19446.966797,19511.404297,18697.193359,18699.765625,18699.765625,33872388058.0
1067,2020-12-05,7125000,7125000,7607180000,0.013884,0.014740999999999999,0.01371,0.014633000000000002,0.014633000000000002,5961749.0,18698.384766,19160.449219,18590.193359,19154.230469,19154.230469,27242455064.0
1068,2020-12-06,7205000,7205000,7614385000,0.01463,0.014799000000000001,0.014191,0.014580000000000001,0.014580000000000001,4940133.0,19154.179688,19390.5,18897.894531,19345.121094,19345.121094,25293775714.0
1069,2020-12-07,7225000,7225000,7621610000,0.014575999999999999,0.014988999999999999,0.014169,0.014343,0.014343,5660766.0,19343.128906,19411.828125,18931.142578,19191.630859,19191.630859,26896357742.0
1070,2020-12-08,7060000,7060000,7628670000,0.014343,0.014544,0.013412,0.013428,0.013428,5436204.0,19191.529297,19283.478516,18269.945313,18321.144531,18321.144531,31692288756.0
1071,2020-12-09,7180000,7180000,7635850000,0.013428,0.013918999999999999,0.013033000000000001,0.013836000000000001,0.013836000000000001,5900462.0,18320.884766,18626.292969,17935.546875,18553.916016,18553.916016,34420373071.0
1072,2020-12-10,7135000,7135000,7642985000,0.013836000000000001,0.013899000000000002,0.013356,0.013455000000000002,0.013455000000000002,4815907.0,18553.298828,18553.298828,17957.064453,18264.992188,18264.992188,25547132265.0
1073,2020-12-11,7130000,7130000,7650115000,0.013463999999999999,0.013686000000000002,0.013112,0.013517,0.013517,4465715.0,18263.929688,18268.453125,17619.533203,18058.904297,18058.904297,27919640985.0
1074,2020-12-12,7245000,7245000,7657360000,0.013518,0.013954,0.013479,0.013877,0.013877,4020457.0,18051.320313,18919.550781,18046.041016,18803.65625,18803.65625,21752580802.0
1075,2020-12-13,7135000,7135000,7664495000,0.013877,0.014059,0.013443,0.013739,0.013739,4989120.0,18806.765625,19381.535156,18734.332031,19142.382813,19142.382813,25450468637.0
1076,2020-12-14,7105000,7105000,7671600000,0.013739,0.013955,0.013503999999999999,0.013715,0.013715,3919377.0,19144.492188,19305.099609,19012.708984,19246.644531,19246.644531,22473997681.0
1077,2020-12-15,7145000,7145000,7678745000,0.013697999999999998,0.013797,0.013488,0.013619999999999998,0.013619999999999998,4478242.0,19246.919922,19525.007813,19079.841797,19417.076172,19417.076172,26741982541.0
1078,2020-12-16,7165000,7165000,7685910000,0.013621000000000001,0.014099,0.013354,0.013942,0.013942,7601240.0,19418.818359,21458.908203,19298.316406,21310.597656,21310.597656,44409011479.0
1079,2020-12-17,7175000,7175000,7693085000,0.013947,0.014428,0.013662,0.013797,0.013797,10841613.0,21308.351563,23642.660156,21234.675781,22805.162109,22805.162109,71378606374.0
1080,2020-12-18,7135000,7135000,7700220000,0.013796000000000001,0.014214,0.013519999999999999,0.014147999999999999,0.014147999999999999,5559322.0,22806.796875,23238.601563,22399.8125,23137.960938,23137.960938,40387896275.0
1081,2020-12-19,7175000,7175000,7707395000,0.014152000000000001,0.015719,0.014055000000000002,0.015412,0.015412,21019170.0,23132.865234,24085.855469,22826.472656,23869.832031,23869.832031,38487546580.0
1082,2020-12-20,7130000,7130000,7714525000,0.015394999999999999,0.015394999999999999,0.01433,0.014633000000000002,0.014633000000000002,10255062.0,23861.765625,24209.660156,23147.710938,23477.294922,23477.294922,37844228422.0
1083,2020-12-21,7155000,7155000,7721680000,0.014632,0.014712000000000001,0.013444999999999999,0.013734999999999999,0.013734999999999999,10851495.0,23474.455078,24059.982422,22159.367188,22803.082031,22803.082031,45852713981.0
1084,2020-12-22,7160000,7160000,7728840000,0.013752,0.014108,0.013302000000000001,0.01375,0.01375,6390129.0,22794.039063,23789.902344,22430.605469,23783.029297,23783.029297,44171632681.0
1085,2020-12-23,7205000,7205000,7736045000,0.013736000000000002,0.014088999999999999,0.012091,0.012417000000000001,0.012417000000000001,8542678.0,23781.974609,24024.490234,22802.646484,23241.345703,23241.345703,51146161904.0
1086,2020-12-24,7090000,7090000,7743135000,0.012417000000000001,0.01351,0.01212,0.013484000000000001,0.013484000000000001,6265957.0,23240.203125,23768.337891,22777.597656,23735.949219,23735.949219,41080759713.0
1087,2020-12-25,7165000,7165000,7750300000,0.013483000000000002,0.013718000000000001,0.013212,0.013313,0.013313,6885329.0,23733.570313,24710.101563,23463.673828,24664.791016,24664.791016,42068395846.0
1088,2020-12-26,7170000,7170000,7757470000,0.013313,0.013858,0.013313,0.013590999999999999,0.013590999999999999,7734623.0,24677.015625,26718.070313,24522.689453,26437.037109,26437.037109,48332647295.0
1089,2020-12-27,7145000,7145000,7764615000,0.013609999999999999,0.013641,0.012777,0.013212,0.013212,10481340.0,26439.373047,28288.839844,25922.769531,26272.294922,26272.294922,66479895605.0
1090,2020-12-28,7075000,7075000,7771690000,0.013193,0.013566,0.013144,0.013334,0.013334,7606610.0,26280.822266,27389.111327999995,26207.640625,27084.808594,27084.808594,49056742893.0
1091,2020-12-29,7200000,7200000,7778890000,0.013323,0.013416999999999998,0.012556,0.012799,0.012799,6449160.0,27081.810547000005,27370.720702999995,25987.298828,27362.4375,27362.4375,45265946774.0
1092,2020-12-30,7135000,7135000,7786025000,0.0128,0.013188,0.012651,0.013018,0.013018,6239119.0,27360.089844,28937.740233999997,27360.089844,28840.953125,28840.953125,51287442704.0
1093,2020-12-31,7180000,7180000,7793205000,0.013038999999999999,0.013169,0.012531,0.012568000000000001,0.012568000000000001,6156466.0,28841.574219,29244.876952999995,28201.992188,29001.720702999995,29001.720702999995,46754964848.0
1094,2021-01-01,7155000,7155000,7800360000,0.012568000000000001,0.012975,0.012518000000000001,0.012975,0.012975,8381605.0,28994.009766000003,29600.626952999995,28803.585938,29374.152344,29374.152344,40730301359.0
1095,2021-01-02,7100000,7100000,7807460000,0.012963999999999998,0.013474000000000002,0.012424,0.013061000000000001,0.013061000000000001,13967919.0,29376.455077999995,33155.117188,29091.181641000003,32127.267577999995,32127.267577999995,67865420765.0
1096,2021-01-03,7210000,7210000,7814670000,0.013087,0.014546000000000002,0.012764,0.014025,0.014025,16630772.0,32129.408202999995,34608.558594,32052.316406,32782.023438,32782.023438,78665235202.0
1097,2021-01-04,7180000,7180000,7821850000,0.014005000000000002,0.014385,0.012775,0.013621000000000001,0.013621000000000001,11092098.0,32810.949219,33440.21875,28722.755858999997,31971.914063,31971.914063,81163475344.0
1098,2021-01-05,7110000,7110000,7828960000,0.013625,0.015721000000000002,0.012919,0.014933000000000002,0.014933000000000002,27204341.0,31977.041016000003,34437.589844,30221.1875,33992.429688,33992.429688,67547324782.0
1099,2021-01-06,7135000,7135000,7836095000,0.014938,0.015913999999999998,0.014579,0.015759,0.015759,20998671.0,34013.613281,36879.699219,33514.035156,36824.363281,36824.363281,75289433811.0
1100,2021-01-07,7185000,7185000,7843280000,0.015756,0.016918,0.014950999999999999,0.015599000000000002,0.015599000000000002,23161730.0,36833.875,40180.367188,36491.191406,39371.042969,39371.042969,84762141031.0
1101,2021-01-08,7135000,7135000,7850415000,0.015605,0.017925,0.014593,0.016276,0.016276,29569289.0,39381.765625,41946.738281,36838.636719,40797.609375,40797.609375,88107519480.0
1102,2021-01-09,7135000,7135000,7857550000,0.016265,0.018309,0.015875,0.017740000000000002,0.017740000000000002,25690563.0,40788.640625,41436.351563,38980.875,40254.546875,40254.546875,61984162837.0
