,date,height_RVN,flow_RVN,stock_RVN,open_RVN,high_RVN,low_RVN,close_RVN,adj_close_RVN,volume_RVN,open_BTC,high_BTC,low_BTC,close_BTC,adj_close_BTC,volume_BTC
293,2018-10-23,7115000,7115000,2068110000,0.058567999999999995,0.060791,0.045543,0.045994,0.045994,69140700.0,6472.359863000001,6506.009765999999,6451.27002,6475.740234000001,6475.740234000001,3716150000.0
294,2018-10-24,7115000,7115000,2075225000,0.0458,0.058498,0.043331,0.050404000000000004,0.050404000000000004,90776200.0,6478.890136999999,6521.990234000001,6468.859863000001,6495.839844,6495.839844,3424670000.0
295,2018-10-25,7170000,7170000,2082395000,0.051805,0.056088,0.050122,0.052646000000000005,0.052646000000000005,78158100.0,6484.649902,6504.649902,6447.029785,6476.290039,6476.290039,3230550000.0
296,2018-10-26,7225000,7225000,2089620000,0.053012000000000004,0.055351,0.051848000000000005,0.052997,0.052997,36956100.0,6468.439941,6498.290039,6449.609863000001,6474.75,6474.75,3306050000.0
297,2018-10-27,7110000,7110000,2096730000,0.052842999999999994,0.052901,0.045399,0.050660000000000004,0.050660000000000004,56299000.0,6480.839844,6507.410156,6453.529785,6480.379883,6480.379883,3393250000.0
298,2018-10-28,7205000,7205000,2103935000,0.051358,0.052055,0.047645,0.049658999999999995,0.049658999999999995,32365800.0,6482.660156,6502.279785,6447.910156,6486.390136999999,6486.390136999999,3445190000.0
299,2018-10-29,7130000,7130000,2111065000,0.049547,0.049793000000000004,0.044622,0.046296,0.046296,15576400.0,6492.350098,6503.600098,6306.990234000001,6332.629883,6332.629883,4199910000.0
300,2018-10-30,7100000,7100000,2118165000,0.046485000000000005,0.046752999999999996,0.039258,0.041351,0.041351,25327800.0,6337.040039,6364.990234000001,6310.140136999999,6334.27002,6334.27002,3781100000.0
301,2018-10-31,7065000,7065000,2125230000,0.04194,0.045810000000000003,0.039282,0.040727,0.040727,25839400.0,6336.990234000001,6349.160156,6316.879883,6317.609863000001,6317.609863000001,4191240000.0
302,2018-11-01,7225000,7225000,2132455000,0.04055,0.047534,0.039686,0.046979,0.046979,27604500.0,6318.140136999999,6547.140136999999,6311.830078,6377.779785,6377.779785,3789400000.0
303,2018-11-02,7285000,7285000,2139740000,0.046948000000000004,0.051183,0.045007,0.047699,0.047699,57340400.0,6378.919922,6396.859863000001,6327.379883,6388.439941,6388.439941,4234870000.0
304,2018-11-03,7170000,7170000,2146910000,0.047869,0.049168,0.04603,0.048806999999999996,0.048806999999999996,15543100.0,6387.240234000001,6400.069824,6342.370117,6361.259765999999,6361.259765999999,3658640000.0
305,2018-11-04,7090000,7090000,2154000000,0.049243,0.050375,0.045104000000000005,0.046198,0.046198,17499900.0,6365.470215,6388.629883,6294.569824,6376.129883,6376.129883,4390020000.0
306,2018-11-05,7135000,7135000,2161135000,0.046251,0.046705,0.041705,0.042783,0.042783,20804400.0,6363.620117,6480.589844,6363.620117,6419.660156,6419.660156,4174800000.0
307,2018-11-06,7110000,7110000,2168245000,0.042851,0.043642,0.040873,0.042698,0.042698,11109100.0,6433.379883,6463.549805,6408.160156,6461.009765999999,6461.009765999999,4700040000.0
308,2018-11-07,7160000,7160000,2175405000,0.042788,0.044989,0.042039,0.043799,0.043799,13923900.0,6468.5,6552.160156,6468.310059,6530.140136999999,6530.140136999999,4941260000.0
309,2018-11-08,7200000,7200000,2182605000,0.043741,0.043873,0.040925,0.04097,0.04097,8824350.0,6522.27002,6536.919922,6438.529785,6453.720215,6453.720215,4665260000.0
310,2018-11-09,7130000,7130000,2189735000,0.041119,0.041649,0.037114,0.038544,0.038544,14802400.0,6442.600098,6456.459961,6373.370117,6385.620117,6385.620117,4346820000.0
311,2018-11-10,7115000,7115000,2196850000,0.038444,0.041252,0.036964,0.039901,0.039901,15898100.0,6386.129883,6437.279785,6385.310059,6409.220215,6409.220215,3705320000.0
312,2018-11-11,7125000,7125000,2203975000,0.039883,0.04004,0.037738,0.038529,0.038529,9941930.0,6413.629883,6423.25,6350.169922,6411.27002,6411.27002,3939060000.0
313,2018-11-12,7165000,7165000,2211140000,0.038962000000000004,0.038962000000000004,0.037065,0.037762000000000004,0.037762000000000004,7006640.0,6411.759765999999,6434.209961,6360.470215,6371.27002,6371.27002,4295770000.0
314,2018-11-13,7120000,7120000,2218260000,0.03776,0.03776,0.035203,0.035552999999999994,0.035552999999999994,8261330.0,6373.189941,6395.27002,6342.669922,6359.490234000001,6359.490234000001,4503800000.0
315,2018-11-14,7190000,7190000,2225450000,0.035331,0.036437,0.026772000000000004,0.028716000000000002,0.028716000000000002,14812600.0,6351.240234000001,6371.549805,5544.089844,5738.350098,5738.350098,7398940000.0
316,2018-11-15,7070000,7070000,2232520000,0.028955,0.029269999999999997,0.023778,0.026826999999999997,0.026826999999999997,9397040.0,5736.149902,5774.819824,5358.379883,5648.029785,5648.029785,7032140000.0
317,2018-11-16,7175000,7175000,2239695000,0.027123,0.029051999999999998,0.026054,0.026907,0.026907,8798130.0,5645.319824,5657.02002,5498.939941,5575.549805,5575.549805,5279320000.0
318,2018-11-17,7140000,7140000,2246835000,0.0271,0.027426,0.025602999999999997,0.026142000000000002,0.026142000000000002,3995390.0,5578.580078,5578.580078,5519.560059,5554.330078,5554.330078,4303150000.0
319,2018-11-18,7240000,7240000,2254075000,0.026288,0.029312,0.026258999999999998,0.028661000000000002,0.028661000000000002,9149700.0,5559.740234000001,5653.609863000001,5559.740234000001,5623.540039,5623.540039,4159680000.0
320,2018-11-19,7090000,7090000,2261165000,0.028823,0.028823,0.019962999999999998,0.021883,0.021883,12677900.0,5620.779785,5620.779785,4842.910156,4871.490234000001,4871.490234000001,7039560000.0
321,2018-11-20,7170000,7170000,2268335000,0.021634,0.022498,0.017759,0.018562000000000002,0.018562000000000002,8861140.0,4863.930176,4951.609863000001,4272.109863000001,4451.870117,4451.870117,8428290000.0
322,2018-11-21,7110000,7110000,2275445000,0.018563999999999997,0.020286000000000002,0.017717,0.020101,0.020101,4837250.0,4465.540039,4675.72998,4343.97998,4602.169922,4602.169922,6120120000.0
323,2018-11-22,7155000,7155000,2282600000,0.020017,0.020258,0.018197,0.018239,0.018239,2760660.0,4611.569824,4629.640136999999,4365.640136999999,4365.939941,4365.939941,4569370000.0
324,2018-11-23,7115000,7115000,2289715000,0.017979,0.018181,0.016451,0.017105000000000002,0.017105000000000002,4613770.0,4360.700195,4396.419922,4195.680176,4347.109863000001,4347.109863000001,4871490000.0
325,2018-11-24,7210000,7210000,2296925000,0.017054,0.017894,0.014991999999999998,0.015732,0.015732,4049830.0,4347.689941,4413.089844,3795.1599119999996,3880.76001,3880.76001,4679500000.0
326,2018-11-25,7105000,7105000,2304030000,0.015753,0.018581999999999998,0.013561000000000002,0.018305000000000002,0.018305000000000002,6511990.0,3880.780029,4120.870117,3585.0600590000004,4009.969971,4009.969971,6825640000.0
327,2018-11-26,7150000,7150000,2311180000,0.018151,0.020471,0.016084,0.018043,0.018043,15103000.0,4015.070068,4107.140136999999,3643.919922,3779.1298829999996,3779.1298829999996,6476900000.0
328,2018-11-27,7205000,7205000,2318385000,0.018026,0.021219,0.017053,0.020863,0.020863,14745200.0,3765.9499509999996,3862.959961,3661.01001,3820.719971,3820.719971,5998720000.0
329,2018-11-28,7100000,7100000,2325485000,0.020852000000000002,0.023072,0.020028999999999998,0.021503,0.021503,13572100.0,3822.469971,4385.899902,3822.469971,4257.419922,4257.419922,7280280000.0
330,2018-11-29,7150000,7150000,2332635000,0.021643,0.022019,0.019323,0.020159,0.020159,6465719.0,4269.004395,4413.020508,4145.765136999999,4278.84668,4278.84668,6503347767.0
331,2018-11-30,7160000,7160000,2339795000,0.020196000000000002,0.020787,0.017649,0.018162,0.018162,4278712.0,4289.088867,4322.976563,3942.822021,4017.2685549999997,4017.2685549999997,6048016717.0
332,2018-12-01,7175000,7175000,2346970000,0.018361000000000002,0.020998,0.017697,0.020312,0.020312,5565349.0,4024.4643549999996,4309.377441,3969.710693,4214.671875,4214.671875,5375314093.0
333,2018-12-02,7170000,7170000,2354140000,0.020189,0.02054,0.019013,0.019042,0.019042,2865624.0,4200.733397999999,4301.519531,4110.978515999999,4139.87793,4139.87793,5262697895.0
334,2018-12-03,7115000,7115000,2361255000,0.019135,0.019219999999999998,0.016894,0.017399,0.017399,4003023.0,4147.32373,4155.979492,3840.446289,3894.1308590000003,3894.1308590000003,5089570994.0
335,2018-12-04,7150000,7150000,2368405000,0.01729,0.0186,0.016891999999999997,0.017573,0.017573,3013074.0,3886.294922,4075.627686,3832.75,3956.8937990000004,3956.8937990000004,5028069239.0
336,2018-12-05,7125000,7125000,2375530000,0.017592,0.017667,0.014975,0.015027,0.015027,3411345.0,3958.894775,3969.535889,3753.9948729999996,3753.9948729999996,3753.9948729999996,5302481574.0
337,2018-12-06,7255000,7255000,2382785000,0.015208000000000001,0.016077,0.013483000000000002,0.013483000000000002,0.013483000000000002,3639515.0,3754.0744630000004,3874.966064,3521.101807,3521.101807,3521.101807,5878333109.0
338,2018-12-07,7020000,7020000,2389805000,0.013477000000000001,0.013937,0.012044,0.013443,0.013443,3614448.0,3512.590332,3512.590332,3280.22876,3419.937256,3419.937256,6835615448.0
339,2018-12-08,7145000,7145000,2396950000,0.013425,0.014071,0.012843,0.013642,0.013642,2155917.0,3421.9104,3506.043457,3350.650635,3476.114746,3476.114746,5305024497.0
340,2018-12-09,7215000,7215000,2404165000,0.013615,0.015468,0.013512999999999999,0.014913999999999998,0.014913999999999998,4236731.0,3473.227539,3685.305664,3469.094238,3614.234375,3614.234375,4947372847.0
341,2018-12-10,7070000,7070000,2411235000,0.014974000000000001,0.015231999999999999,0.013294,0.013572,0.013572,2145799.0,3612.046387,3647.3325200000004,3470.1445310000004,3502.656006,3502.656006,5020968740.0
342,2018-12-11,7150000,7150000,2418385000,0.013568,0.014235,0.012902,0.013087999999999999,0.013087999999999999,1548120.0,3497.554688,3513.1850590000004,3392.25,3424.588135,3424.588135,4696765188.0
343,2018-12-12,7170000,7170000,2425555000,0.013199,0.014459,0.012927000000000001,0.014077000000000001,0.014077000000000001,2278234.0,3421.4582520000004,3534.2285159999997,3413.4814450000003,3486.9501950000003,3486.9501950000003,4139364829.0
344,2018-12-13,7120000,7120000,2432675000,0.014032,0.014085,0.012620999999999999,0.012924000000000001,0.012924000000000001,1682893.0,3487.8793950000004,3489.7395020000004,3298.13208,3313.677246,3313.677246,4343372456.0
345,2018-12-14,7220000,7220000,2439895000,0.01292,0.013080000000000001,0.011928,0.012237999999999999,0.012237999999999999,1152666.0,3311.751953,3329.555908,3206.542236,3242.4848629999997,3242.4848629999997,4372763663.0
346,2018-12-15,7105000,7105000,2447000000,0.012237,0.01243,0.011658,0.012177,0.012177,972864.0,3243.997559,3275.37793,3191.303467,3236.761719,3236.761719,3551763561.0
347,2018-12-16,7180000,7180000,2454180000,0.012145999999999999,0.012464,0.012046,0.012112000000000001,0.012112000000000001,837513.0,3236.274658,3305.753174,3233.8198239999997,3252.839111,3252.839111,3744248994.0
348,2018-12-17,7155000,7155000,2461335000,0.012095,0.014269,0.012013,0.013721,0.013721,2503364.0,3253.123047,3597.9179689999996,3253.123047,3545.864746,3545.864746,5409247918.0
349,2018-12-18,7180000,7180000,2468515000,0.013815000000000001,0.014594999999999999,0.013112,0.014522,0.014522,2247545.0,3544.761475,3701.349365,3487.169189,3696.059082,3696.059082,5911325473.0
350,2018-12-19,7095000,7095000,2475610000,0.014591,0.016074,0.014302,0.014381999999999999,0.014381999999999999,4112163.0,3706.8249509999996,3949.3229979999996,3687.2299799999996,3745.9506840000004,3745.9506840000004,6810689119.0
351,2018-12-20,7105000,7105000,2482715000,0.014301,0.015711000000000003,0.014172,0.015453,0.015453,2904090.0,3742.195068,4191.228515999999,3728.9746090000003,4134.441406,4134.441406,8927129279.0
352,2018-12-21,7200000,7200000,2489915000,0.015475,0.016419,0.014725,0.015162,0.015162,4109211.0,4133.703613000001,4198.429688,3850.946289,3896.5437009999996,3896.5437009999996,7206015706.0
353,2018-12-22,7185000,7185000,2497100000,0.015116,0.016303,0.015066999999999999,0.016212999999999998,0.016212999999999998,2866430.0,3898.08374,4014.1826170000004,3855.739014,4014.1826170000004,4014.1826170000004,5605823233.0
354,2018-12-23,7075000,7075000,2504175000,0.016149,0.017169,0.015895,0.016174,0.016174,3274443.0,4020.994629,4085.7236329999996,3976.405762,3998.980225,3998.980225,6151275490.0
355,2018-12-24,7160000,7160000,2511335000,0.016252000000000003,0.017754,0.016000999999999998,0.016227000000000002,0.016227000000000002,2979396.0,4000.3317869999996,4271.79248,4000.3317869999996,4078.599121,4078.599121,7240968501.0
356,2018-12-25,7205000,7205000,2518540000,0.016237,0.01626,0.014158,0.014528,0.014528,1672903.0,4081.030518,4089.561523,3760.0205079999996,3815.490723,3815.490723,6158207293.0
357,2018-12-26,7180000,7180000,2525720000,0.014574,0.015262999999999999,0.014169,0.014719,0.014719,1494844.0,3819.6667479999996,3893.359619,3769.8637700000004,3857.297607,3857.297607,5326547918.0
358,2018-12-27,7110000,7110000,2532830000,0.014809000000000001,0.014809000000000001,0.013115,0.013115,0.013115,1367200.0,3854.688477,3874.4169920000004,3645.448486,3654.833496,3654.833496,5130222366.0
359,2018-12-28,7210000,7210000,2540040000,0.01275,0.014531,0.01275,0.014313,0.014313,3300193.0,3653.131836,3956.135986,3642.63208,3923.9187009999996,3923.9187009999996,5631554348.0
360,2018-12-29,7170000,7170000,2547210000,0.014313999999999999,0.015041999999999998,0.013739,0.013841999999999998,0.013841999999999998,1898798.0,3932.491699,3963.758789,3820.4086909999996,3820.4086909999996,3820.4086909999996,4991655917.0
361,2018-12-30,7130000,7130000,2554340000,0.013761,0.014006999999999999,0.013104,0.013597,0.013597,1488052.0,3822.3847659999997,3901.908936,3797.219238,3865.952637,3865.952637,4770578575.0
362,2018-12-31,7120000,7120000,2561460000,0.013613,0.013673,0.012728,0.012825,0.012825,1081308.0,3866.839111,3868.74292,3725.867432,3742.700439,3742.700439,4661840806.0
363,2019-01-01,7040000,7040000,2568500000,0.012884,0.013566,0.012653,0.013566,0.013566,951795.0,3746.713379,3850.913818,3707.2312009999996,3843.5200200000004,3843.5200200000004,4324200990.0
364,2019-01-02,7255000,7255000,2575755000,0.01354,0.014166999999999999,0.013274000000000001,0.014041,0.014041,2050072.0,3849.2163090000004,3947.9812009999996,3817.4094240000004,3943.4094240000004,3943.4094240000004,5244856836.0
365,2019-01-03,7125000,7125000,2582880000,0.014071,0.014083000000000002,0.013206,0.013219,0.013219,1177551.0,3931.0485840000006,3935.6850590000004,3826.2229,3836.741211,3836.741211,4530215219.0
366,2019-01-04,7180000,7180000,2590060000,0.013288999999999999,0.013521,0.012933000000000002,0.013268,0.013268,968357.0,3832.040039,3865.9345700000003,3783.85376,3857.717529,3857.717529,4847965467.0
367,2019-01-05,7110000,7110000,2597170000,0.013373,0.014559,0.013233000000000002,0.013942,0.013942,2984715.0,3851.9738770000004,3904.9030759999996,3836.900146,3845.19458,3845.19458,5137609824.0
368,2019-01-06,7085000,7085000,2604255000,0.013841999999999998,0.015087999999999999,0.013541999999999998,0.014516999999999999,0.014516999999999999,3201935.0,3836.519043,4093.297363,3826.5131840000004,4076.632568,4076.632568,5597027440.0
369,2019-01-07,7155000,7155000,2611410000,0.014537999999999999,0.0151,0.014292,0.014825,0.014825,2673679.0,4078.584961,4092.613525,4020.894043,4025.2482909999994,4025.2482909999994,5228625637.0
370,2019-01-08,7265000,7265000,2618675000,0.014871,0.015482,0.014315999999999999,0.015207,0.015207,2843606.0,4028.472168,4109.020996,3996.955322,4030.8479,4030.8479,5306593305.0
371,2019-01-09,7120000,7120000,2625795000,0.015307,0.01577,0.014918,0.015104,0.015104,2836628.0,4031.5520020000004,4068.403564,4022.662842,4035.296387,4035.296387,5115905225.0
372,2019-01-10,7195000,7195000,2632990000,0.015163,0.015608000000000002,0.012506,0.012651,0.012651,3060671.0,4034.4113770000004,4064.06665,3659.174561,3678.924561,3678.924561,6874143796.0
373,2019-01-11,7100000,7100000,2640090000,0.012698000000000001,0.0129,0.012454999999999999,0.012656,0.012656,1396210.0,3674.015381,3713.881836,3653.069824,3687.365479,3687.365479,5538712865.0
374,2019-01-12,7235000,7235000,2647325000,0.012628,0.013047999999999999,0.012397,0.012671,0.012671,1584330.0,3686.9731450000004,3698.978271,3653.8107909999994,3661.301025,3661.301025,4778170883.0
375,2019-01-13,7095000,7095000,2654420000,0.012662,0.013472,0.011623999999999999,0.011831999999999999,0.011831999999999999,3716168.0,3658.868164,3674.76001,3544.927246,3552.953125,3552.953125,4681302466.0
376,2019-01-14,7120000,7120000,2661540000,0.011812999999999999,0.012933000000000002,0.011617,0.012695,0.012695,2367532.0,3557.311035,3727.836182,3552.2851560000004,3706.052246,3706.052246,5651384490.0
377,2019-01-15,7130000,7130000,2668670000,0.012624,0.012806,0.01185,0.01202,0.01202,1872288.0,3704.2163090000004,3720.1533200000003,3619.9492189999996,3630.675293,3630.675293,5537192302.0
378,2019-01-16,7155000,7155000,2675825000,0.012013,0.012604,0.011928,0.012506,0.012506,1924059.0,3631.5097659999997,3685.7771,3624.67334,3655.006836,3655.006836,5394457145.0
379,2019-01-17,7105000,7105000,2682930000,0.012490000000000001,0.013078,0.012151,0.012884999999999999,0.012884999999999999,3016271.0,3651.8710939999996,3680.135986,3621.960938,3678.563965,3678.563965,5464420383.0
380,2019-01-18,7260000,7260000,2690190000,0.012977,0.013382,0.012435,0.012653,0.012653,3156691.0,3677.990479,3682.5200200000004,3637.080811,3657.8393549999996,3657.8393549999996,5002961727.0
381,2019-01-19,7175000,7175000,2697365000,0.012665000000000001,0.013113,0.012523999999999999,0.012813,0.012813,1723002.0,3652.3779299999997,3758.533447,3652.3779299999997,3728.5683590000003,3728.5683590000003,5955691380.0
382,2019-01-20,7065000,7065000,2704430000,0.012898,0.013111000000000001,0.011945,0.012197,0.012197,2187262.0,3725.446045,3743.387939,3583.0195310000004,3601.013672,3601.013672,5582489560.0
383,2019-01-21,7215000,7215000,2711645000,0.012158,0.01238,0.012003,0.012373,0.012373,1436338.0,3600.372803,3608.8408200000003,3558.5371090000003,3576.032471,3576.032471,5004347059.0
384,2019-01-22,7200000,7200000,2718845000,0.012320999999999999,0.014471000000000001,0.011867,0.014259,0.014259,11874502.0,3575.0812990000004,3620.746582,3539.721436,3604.577148,3604.577148,5313623556.0
385,2019-01-23,7100000,7100000,2725945000,0.014230000000000001,0.014787999999999999,0.013038999999999999,0.013483000000000002,0.013483000000000002,11422799.0,3605.557129,3623.067871,3565.313965,3585.123047,3585.123047,5433755649.0
386,2019-01-24,7135000,7135000,2733080000,0.013415,0.013576,0.013047999999999999,0.0133,0.0133,3054967.0,3584.500244,3616.087402,3569.092773,3600.865479,3600.865479,5262869046.0
387,2019-01-25,7185000,7185000,2740265000,0.013313,0.0134,0.01251,0.012953000000000001,0.012953000000000001,3254171.0,3607.390381,3612.9277340000003,3575.5974119999996,3599.765869,3599.765869,5265847539.0
388,2019-01-26,7150000,7150000,2747415000,0.012943000000000001,0.013141,0.012709,0.012907,0.012907,1911389.0,3599.715332,3654.9331049999996,3593.345947,3602.460449,3602.460449,5098183235.0
389,2019-01-27,7190000,7190000,2754605000,0.012938,0.012941,0.01222,0.012353,0.012353,2108046.0,3604.687256,3612.671387,3567.24585,3583.9658200000003,3583.9658200000003,5570752966.0
390,2019-01-28,7110000,7110000,2761715000,0.012347,0.012374,0.011261,0.011767,0.011767,2791105.0,3584.283203,3586.750977,3439.23291,3470.450439,3470.450439,6908930483.0
391,2019-01-29,7190000,7190000,2768905000,0.011798999999999999,0.011954000000000001,0.011274,0.011544,0.011544,1602223.0,3468.8701170000004,3476.0654299999997,3400.819824,3448.116943,3448.116943,5897159493.0
392,2019-01-30,7035000,7035000,2775940000,0.011544,0.012004,0.01141,0.011955,0.011955,1726899.0,3443.896973,3495.1748049999997,3429.387939,3486.1816409999997,3486.1816409999997,5955112627.0
393,2019-01-31,7195000,7195000,2783135000,0.0119,0.012061,0.010831,0.010923,0.010923,3286185.0,3485.4091799999997,3504.804932,3447.915771,3457.792725,3457.792725,5831198271.0
394,2019-02-01,7135000,7135000,2790270000,0.010986,0.011187,0.010634999999999999,0.011032,0.011032,1531531.0,3460.547119,3501.954102,3431.591553,3487.945313,3487.945313,5422926707.0
395,2019-02-02,7155000,7155000,2797425000,0.011013,0.011122,0.010772,0.01105,0.01105,1081377.0,3484.625977,3523.287354,3467.574707,3521.0607909999994,3521.0607909999994,5071623601.0
396,2019-02-03,7150000,7150000,2804575000,0.010978,0.011116,0.010594,0.010698000000000001,0.010698000000000001,1202529.0,3516.139648,3521.3881840000004,3447.9243159999996,3464.013428,3464.013428,5043937584.0
397,2019-02-04,7160000,7160000,2811735000,0.010733,0.010793,0.010206999999999999,0.010206999999999999,0.010206999999999999,3106804.0,3467.21167,3476.2238770000004,3442.586914,3459.154053,3459.154053,5332718886.0
398,2019-02-05,7015000,7015000,2818750000,0.010156,0.010386,0.009925,0.009998,0.009998,2389627.0,3454.950928,3478.148193,3451.937012,3466.357422,3466.357422,5227549545.0
399,2019-02-06,7220000,7220000,2825970000,0.010102,0.010509000000000001,0.009523,0.010251,0.010251,3295598.0,3469.091797,3469.091797,3398.5654299999997,3413.767822,3413.767822,5482196038.0
400,2019-02-07,7140000,7140000,2833110000,0.010179,0.010784,0.010135,0.010251,0.010251,3633361.0,3414.929443,3427.945557,3394.218506,3399.4716799999997,3399.4716799999997,5004962683.0
401,2019-02-08,7180000,7180000,2840290000,0.010251999999999999,0.011191,0.009994,0.011006,0.011006,2682088.0,3401.376465,3695.614014,3391.023682,3666.780273,3666.780273,7735623101.0
402,2019-02-09,7010000,7010000,2847300000,0.011023,0.011767,0.010642,0.011593000000000001,0.011593000000000001,4971821.0,3671.585938,3679.9414060000004,3646.5593259999996,3671.203613,3671.203613,6158833645.0
403,2019-02-10,7280000,7280000,2854580000,0.011574,0.011648,0.010989,0.01128,0.01128,2745999.0,3673.2014159999994,3695.0361329999996,3640.9799799999996,3690.188232,3690.188232,6282256903.0
404,2019-02-11,7125000,7125000,2861705000,0.011273,0.011273,0.010642,0.010753,0.010753,3047214.0,3695.6130369999996,3695.6130369999996,3642.287842,3648.430664,3648.430664,6277056434.0
405,2019-02-12,7225000,7225000,2868930000,0.010754000000000001,0.010931,0.010406,0.010714,0.010714,2900832.0,3642.751953,3668.586914,3618.556885,3653.528564,3653.528564,6480384532.0
406,2019-02-13,7165000,7165000,2876095000,0.010727,0.010782,0.010376,0.010464,0.010464,1403110.0,3653.604004,3669.746582,3617.2463380000004,3632.070557,3632.070557,6438903823.0
407,2019-02-14,7060000,7060000,2883155000,0.010429,0.010582,0.010343999999999999,0.010443000000000001,0.010443000000000001,1245546.0,3631.1701659999994,3646.256592,3607.697754,3616.8808590000003,3616.8808590000003,6271044418.0
408,2019-02-15,7205000,7205000,2890360000,0.010458,0.010773999999999999,0.010402,0.010529,0.010529,1640861.0,3617.368408,3647.7951659999994,3608.206543,3620.8107909999994,3620.8107909999994,6091952231.0
409,2019-02-16,7075000,7075000,2897435000,0.010551999999999999,0.010611,0.010242,0.010288,0.010288,1473654.0,3615.270264,3652.8413090000004,3615.270264,3629.787598,3629.787598,5934744052.0
410,2019-02-17,7115000,7115000,2904550000,0.010289,0.010591,0.01022,0.010548,0.010548,1778191.0,3633.359375,3680.537354,3619.182129,3673.836182,3673.836182,7039512503.0
411,2019-02-18,7265000,7265000,2911815000,0.010551000000000001,0.011082999999999999,0.010551000000000001,0.010941,0.010941,1936619.0,3671.3698729999996,3936.665039,3669.982422,3915.7143549999996,3915.7143549999996,9908216640.0
412,2019-02-19,7050000,7050000,2918865000,0.010951,0.011308,0.010761,0.011003,0.011003,2502679.0,3911.661621,4010.8793950000004,3908.1530759999996,3947.094482,3947.094482,9933626655.0
413,2019-02-20,7245000,7245000,2926110000,0.010994,0.011377,0.010994,0.01126,0.01126,1675500.0,3946.6850590000004,4000.486328,3926.2468259999996,3999.820557,3999.820557,8693373948.0
414,2019-02-21,7175000,7175000,2933285000,0.011255,0.011281,0.010546,0.010709999999999999,0.010709999999999999,2416433.0,4000.256836,4010.009521,3940.108154,3954.118164,3954.118164,7775128102.0
415,2019-02-22,7065000,7065000,2940350000,0.010786,0.012029999999999999,0.010740000000000001,0.011877,0.011877,5872781.0,3952.406494,4006.53833,3950.8164060000004,4005.526611,4005.526611,7826525254.0
416,2019-02-23,7210000,7210000,2947560000,0.01183,0.011936,0.010974,0.011415999999999999,0.011415999999999999,3113393.0,3998.91626,4166.286133,3968.726807,4142.526855,4142.526855,8922258316.0
417,2019-02-24,7185000,7185000,2954745000,0.011381,0.011926,0.010256,0.010354,0.010354,2690246.0,4145.458008,4210.641602000001,3793.7089840000003,3810.42749,3810.42749,10794227451.0
418,2019-02-25,7145000,7145000,2961890000,0.010342,0.010898999999999999,0.01027,0.010695,0.010695,2444822.0,3807.0024409999996,3913.707275,3807.0024409999996,3882.696289,3882.696289,9318796067.0
419,2019-02-26,7120000,7120000,2969010000,0.010637,0.011998,0.010598,0.011729,0.011729,6459726.0,3878.6972659999997,3891.578857,3837.986328,3854.35791,3854.35791,7931218996.0
420,2019-02-27,7240000,7240000,2976250000,0.011648,0.013265,0.011472,0.012849000000000001,0.012849000000000001,14540840.0,3857.479736,3888.80249,3787.0588380000004,3851.047363,3851.047363,8301309684.0
421,2019-02-28,7200000,7200000,2983450000,0.012846000000000002,0.014979,0.012667,0.013281999999999999,0.013281999999999999,17628822.0,3848.2619630000004,3906.05835,3845.821289,3854.7854,3854.7854,8399767798.0
422,2019-03-01,7200000,7200000,2990650000,0.013285,0.016062,0.013161,0.015754,0.015754,14160717.0,3853.75708,3907.79541,3851.6923829999996,3859.58374,3859.58374,7661247975.0
423,2019-03-02,7090000,7090000,2997740000,0.016186000000000002,0.020268,0.015867,0.019413,0.019413,36664456.0,3855.318115,3874.607422,3832.1279299999997,3864.415039,3864.415039,7578786076.0
424,2019-03-03,7335000,7335000,3005075000,0.01957,0.02374,0.018364,0.023709,0.023709,32568065.0,3862.266113,3875.483643,3836.905762,3847.1757810000004,3847.1757810000004,7253558152.0
425,2019-03-04,7205000,7205000,3012280000,0.023701,0.027766000000000002,0.02147,0.024238,0.024238,76163205.0,3845.091553,3867.381836,3733.749756,3761.557129,3761.557129,9029175788.0
426,2019-03-05,7085000,7085000,3019365000,0.024874,0.025237,0.021738999999999998,0.02337,0.02337,25200649.0,3759.8325200000004,3903.9167479999996,3745.1831049999996,3896.375,3896.375,10174126415.0
427,2019-03-06,7200000,7200000,3026565000,0.023161,0.027325,0.022666,0.026361000000000002,0.026361000000000002,25744035.0,3897.0810549999997,3919.5104979999996,3871.460693,3903.9426270000004,3903.9426270000004,9175291529.0
428,2019-03-07,7200000,7200000,3033765000,0.02669,0.034730000000000004,0.026555000000000002,0.034730000000000004,0.034730000000000004,59823974.0,3903.3847659999997,3939.3732909999994,3894.1130369999996,3911.484375,3911.484375,9584165519.0
429,2019-03-08,7160000,7160000,3040925000,0.034459,0.038244,0.032126,0.033325,0.033325,68202973.0,3913.22583,3950.432129,3875.2285159999997,3901.131592,3901.131592,10638638944.0
430,2019-03-09,7145000,7145000,3048070000,0.033639999999999996,0.033694,0.029495999999999998,0.030033999999999998,0.030033999999999998,26312077.0,3894.55249,3987.237793,3892.390381,3963.313721,3963.313721,10796103518.0
431,2019-03-10,7170000,7170000,3055240000,0.030223000000000003,0.032716,0.026802,0.027426999999999997,0.027426999999999997,24679571.0,3966.1743159999996,3966.1743159999996,3924.381104,3951.599854,3951.599854,9713267607.0
